scope,display_name,base_species,species,method,location,period,chance,requirement,evolution_from
species,SPECIES_COFAGRIGUS,SPECIES_COFAGRIGUS,SPECIES_COFAGRIGUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_YAMASK
species,SPECIES_TIRTOUGA,SPECIES_TIRTOUGA,SPECIES_TIRTOUGA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CARRACOSTA,SPECIES_CARRACOSTA,SPECIES_CARRACOSTA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TIRTOUGA
species,SPECIES_ARCHEN,SPECIES_ARCHEN,SPECIES_ARCHEN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARCHEOPS,SPECIES_ARCHEOPS,SPECIES_ARCHEOPS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ARCHEN
species,SPECIES_TRUBBISH,SPECIES_TRUBBISH,SPECIES_TRUBBISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GARBODOR,SPECIES_GARBODOR,SPECIES_GARBODOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TRUBBISH
species,SPECIES_ZORUA,SPECIES_ZORUA,SPECIES_ZORUA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ZOROARK,SPECIES_ZOROARK,SPECIES_ZOROARK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ZORUA
species,SPECIES_MINCCINO,SPECIES_MINCCINO,SPECIES_MINCCINO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CINCCINO,SPECIES_CINCCINO,SPECIES_CINCCINO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MINCCINO
species,SPECIES_GOTHITA,SPECIES_GOTHITA,SPECIES_GOTHITA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOTHORITA,SPECIES_GOTHORITA,SPECIES_GOTHORITA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GOTHITA
species,SPECIES_GOTHITELLE,SPECIES_GOTHITELLE,SPECIES_GOTHITELLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GOTHORITA
species,SPECIES_SOLOSIS,SPECIES_SOLOSIS,SPECIES_SOLOSIS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DUOSION,SPECIES_DUOSION,SPECIES_DUOSION,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SOLOSIS
species,SPECIES_REUNICLUS,SPECIES_REUNICLUS,SPECIES_REUNICLUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DUOSION
species,SPECIES_DUCKLETT,SPECIES_DUCKLETT,SPECIES_DUCKLETT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SWANNA,SPECIES_SWANNA,SPECIES_SWANNA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DUCKLETT
species,SPECIES_VANILLITE,SPECIES_VANILLITE,SPECIES_VANILLITE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VANILLISH,SPECIES_VANILLISH,SPECIES_VANILLISH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VANILLITE
species,SPECIES_VANILLUXE,SPECIES_VANILLUXE,SPECIES_VANILLUXE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VANILLISH
species,SPECIES_DEERLING,SPECIES_DEERLING,SPECIES_DEERLING,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SAWSBUCK,SPECIES_SAWSBUCK,SPECIES_SAWSBUCK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DEERLING
species,SPECIES_EMOLGA,SPECIES_EMOLGA,SPECIES_EMOLGA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KARRABLAST,SPECIES_KARRABLAST,SPECIES_KARRABLAST,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ESCAVALIER,SPECIES_ESCAVALIER,SPECIES_ESCAVALIER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KARRABLAST
species,SPECIES_FOONGUS,SPECIES_FOONGUS,SPECIES_FOONGUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_AMOONGUSS,SPECIES_AMOONGUSS,SPECIES_AMOONGUSS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FOONGUS
species,SPECIES_FRILLISH,SPECIES_FRILLISH,SPECIES_FRILLISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_JELLICENT,SPECIES_JELLICENT,SPECIES_JELLICENT,wild,Seafoam Islands B2F,all,1%,post-game,
species,SPECIES_ALOMOMOLA,SPECIES_ALOMOMOLA,SPECIES_ALOMOMOLA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_JOLTIK,SPECIES_JOLTIK,SPECIES_JOLTIK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GALVANTULA,SPECIES_GALVANTULA,SPECIES_GALVANTULA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_JOLTIK
species,SPECIES_FERROSEED,SPECIES_FERROSEED,SPECIES_FERROSEED,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FERROTHORN,SPECIES_FERROTHORN,SPECIES_FERROTHORN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FERROSEED
species,SPECIES_KLINK,SPECIES_KLINK,SPECIES_KLINK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KLANG,SPECIES_KLANG,SPECIES_KLANG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KLINK
species,SPECIES_KLINKLANG,SPECIES_KLINKLANG,SPECIES_KLINKLANG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KLANG
species,SPECIES_TYNAMO,SPECIES_TYNAMO,SPECIES_TYNAMO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_EELEKTRIK,SPECIES_EELEKTRIK,SPECIES_EELEKTRIK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TYNAMO
species,SPECIES_EELEKTROSS,SPECIES_EELEKTROSS,SPECIES_EELEKTROSS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EELEKTRIK
species,SPECIES_ELGYEM,SPECIES_ELGYEM,SPECIES_ELGYEM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BEHEEYEM,SPECIES_BEHEEYEM,SPECIES_BEHEEYEM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ELGYEM
species,SPECIES_LITWICK,SPECIES_LITWICK,SPECIES_LITWICK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LAMPENT,SPECIES_LAMPENT,SPECIES_LAMPENT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LITWICK
species,SPECIES_CHANDELURE,SPECIES_CHANDELURE,SPECIES_CHANDELURE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LAMPENT
species,SPECIES_AXEW,SPECIES_AXEW,SPECIES_AXEW,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FRAXURE,SPECIES_FRAXURE,SPECIES_FRAXURE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_AXEW
species,SPECIES_HAXORUS,SPECIES_HAXORUS,SPECIES_HAXORUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FRAXURE
species,SPECIES_CUBCHOO,SPECIES_CUBCHOO,SPECIES_CUBCHOO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BEARTIC,SPECIES_BEARTIC,SPECIES_BEARTIC,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CUBCHOO
species,SPECIES_CRYOGONAL,SPECIES_CRYOGONAL,SPECIES_CRYOGONAL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SHELMET,SPECIES_SHELMET,SPECIES_SHELMET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ACCELGOR,SPECIES_ACCELGOR,SPECIES_ACCELGOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHELMET
species,SPECIES_STUNFISK,SPECIES_STUNFISK,SPECIES_STUNFISK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MIENFOO,SPECIES_MIENFOO,SPECIES_MIENFOO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MIENSHAO,SPECIES_MIENSHAO,SPECIES_MIENSHAO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MIENFOO
species,SPECIES_DRUDDIGON,SPECIES_DRUDDIGON,SPECIES_DRUDDIGON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOLETT,SPECIES_GOLETT,SPECIES_GOLETT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOLURK,SPECIES_GOLURK,SPECIES_GOLURK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GOLETT
species,SPECIES_PAWNIARD,SPECIES_PAWNIARD,SPECIES_PAWNIARD,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BISHARP,SPECIES_BISHARP,SPECIES_BISHARP,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PAWNIARD
species,SPECIES_BOUFFALANT,SPECIES_BOUFFALANT,SPECIES_BOUFFALANT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RUFFLET,SPECIES_RUFFLET,SPECIES_RUFFLET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRAVIARY,SPECIES_BRAVIARY,SPECIES_BRAVIARY,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_VULLABY,SPECIES_VULLABY,SPECIES_VULLABY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MANDIBUZZ,SPECIES_MANDIBUZZ,SPECIES_MANDIBUZZ,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VULLABY
species,SPECIES_HEATMOR,SPECIES_HEATMOR,SPECIES_HEATMOR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DURANT,SPECIES_DURANT,SPECIES_DURANT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DEINO,SPECIES_DEINO,SPECIES_DEINO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ZWEILOUS,SPECIES_ZWEILOUS,SPECIES_ZWEILOUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DEINO
species,SPECIES_HYDREIGON,SPECIES_HYDREIGON,SPECIES_HYDREIGON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ZWEILOUS
species,SPECIES_LARVESTA,SPECIES_LARVESTA,SPECIES_LARVESTA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VOLCARONA,SPECIES_VOLCARONA,SPECIES_VOLCARONA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LARVESTA
species,SPECIES_COBALION,SPECIES_COBALION,SPECIES_COBALION,wild,Mt. Silver 3F,all,1%,post-game,
species,SPECIES_TERRAKION,SPECIES_TERRAKION,SPECIES_TERRAKION,wild,Route 16,all,1%,post-game,
species,SPECIES_VIRIZION,SPECIES_VIRIZION,SPECIES_VIRIZION,wild,Route 18,all,1%,post-game,
species,SPECIES_TORNADUS,SPECIES_TORNADUS,SPECIES_TORNADUS,wild,Route 17,all,1%,post-game,
species,SPECIES_THUNDURUS,SPECIES_THUNDURUS,SPECIES_THUNDURUS,wild,Route 16,all,1%,post-game,
species,SPECIES_RESHIRAM,SPECIES_RESHIRAM,SPECIES_RESHIRAM,wild,Route 48,all,1%,post-game,
species,SPECIES_ZEKROM,SPECIES_ZEKROM,SPECIES_ZEKROM,wild,Route 15,all,1%,post-game,
species,SPECIES_LANDORUS,SPECIES_LANDORUS,SPECIES_LANDORUS,wild,Tohjo Falls,all,1%,post-game,
species,SPECIES_KYUREM,SPECIES_KYUREM,SPECIES_KYUREM,wild,Seafoam Islands B3F,all,1%,post-game,
species,SPECIES_KELDEO,SPECIES_KELDEO,SPECIES_KELDEO,wild,Seafoam Islands B2F,all,1%,post-game,
species,SPECIES_MELOETTA,SPECIES_MELOETTA,SPECIES_MELOETTA,wild,Bell Tower 8F,all,1%,post-game,
species,SPECIES_GENESECT,SPECIES_GENESECT,SPECIES_GENESECT,wild,Mt. Silver 4F,all,1%,post-game,
species,SPECIES_CHESPIN,SPECIES_CHESPIN,SPECIES_CHESPIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_QUILLADIN,SPECIES_QUILLADIN,SPECIES_QUILLADIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHESPIN
species,SPECIES_CHESNAUGHT,SPECIES_CHESNAUGHT,SPECIES_CHESNAUGHT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_QUILLADIN
species,SPECIES_FENNEKIN,SPECIES_FENNEKIN,SPECIES_FENNEKIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRAIXEN,SPECIES_BRAIXEN,SPECIES_BRAIXEN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FENNEKIN
species,SPECIES_DELPHOX,SPECIES_DELPHOX,SPECIES_DELPHOX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BRAIXEN
species,SPECIES_FROAKIE,SPECIES_FROAKIE,SPECIES_FROAKIE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FROGADIER,SPECIES_FROGADIER,SPECIES_FROGADIER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FROAKIE
species,SPECIES_GRENINJA,SPECIES_GRENINJA,SPECIES_GRENINJA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FROGADIER
species,SPECIES_BUNNELBY,SPECIES_BUNNELBY,SPECIES_BUNNELBY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DIGGERSBY,SPECIES_DIGGERSBY,SPECIES_DIGGERSBY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BUNNELBY
species,SPECIES_FLETCHLING,SPECIES_FLETCHLING,SPECIES_FLETCHLING,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FLETCHINDER,SPECIES_FLETCHINDER,SPECIES_FLETCHINDER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLETCHLING
species,SPECIES_TALONFLAME,SPECIES_TALONFLAME,SPECIES_TALONFLAME,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLETCHINDER
species,SPECIES_SCATTERBUG,SPECIES_SCATTERBUG,SPECIES_SCATTERBUG,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SPEWPA,SPECIES_SPEWPA,SPECIES_SPEWPA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SCATTERBUG
species,SPECIES_VIVILLON,SPECIES_VIVILLON,SPECIES_VIVILLON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SPEWPA
species,SPECIES_LITLEO,SPECIES_LITLEO,SPECIES_LITLEO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PYROAR,SPECIES_PYROAR,SPECIES_PYROAR,wild,Victory Road 3F,all,1%,post-game,
species,SPECIES_FLABEBE,SPECIES_FLABEBE,SPECIES_FLABEBE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FLOETTE,SPECIES_FLOETTE,SPECIES_FLOETTE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLABEBE
species,SPECIES_FLORGES,SPECIES_FLORGES,SPECIES_FLORGES,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLOETTE
species,SPECIES_SKIDDO,SPECIES_SKIDDO,SPECIES_SKIDDO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOGOAT,SPECIES_GOGOAT,SPECIES_GOGOAT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKIDDO
species,SPECIES_PANCHAM,SPECIES_PANCHAM,SPECIES_PANCHAM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PANGORO,SPECIES_PANGORO,SPECIES_PANGORO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PANCHAM
species,SPECIES_FURFROU,SPECIES_FURFROU,SPECIES_FURFROU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ESPURR,SPECIES_ESPURR,SPECIES_ESPURR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MEOWSTIC,SPECIES_MEOWSTIC,SPECIES_MEOWSTIC,wild,Bell Tower 8F,all,1%,post-game,
species,SPECIES_HONEDGE,SPECIES_HONEDGE,SPECIES_HONEDGE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DOUBLADE,SPECIES_DOUBLADE,SPECIES_DOUBLADE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HONEDGE
species,SPECIES_AEGISLASH,SPECIES_AEGISLASH,SPECIES_AEGISLASH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DOUBLADE
species,SPECIES_SPRITZEE,SPECIES_SPRITZEE,SPECIES_SPRITZEE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_AROMATISSE,SPECIES_AROMATISSE,SPECIES_AROMATISSE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SPRITZEE
species,SPECIES_SWIRLIX,SPECIES_SWIRLIX,SPECIES_SWIRLIX,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SLURPUFF,SPECIES_SLURPUFF,SPECIES_SLURPUFF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SWIRLIX
species,SPECIES_INKAY,SPECIES_INKAY,SPECIES_INKAY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MALAMAR,SPECIES_MALAMAR,SPECIES_MALAMAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_INKAY
species,SPECIES_BINACLE,SPECIES_BINACLE,SPECIES_BINACLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BARBARACLE,SPECIES_BARBARACLE,SPECIES_BARBARACLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BINACLE
species,SPECIES_SKRELP,SPECIES_SKRELP,SPECIES_SKRELP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DRAGALGE,SPECIES_DRAGALGE,SPECIES_DRAGALGE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKRELP
species,SPECIES_CLAUNCHER,SPECIES_CLAUNCHER,SPECIES_CLAUNCHER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CLAWITZER,SPECIES_CLAWITZER,SPECIES_CLAWITZER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CLAUNCHER
species,SPECIES_HELIOPTILE,SPECIES_HELIOPTILE,SPECIES_HELIOPTILE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HELIOLISK,SPECIES_HELIOLISK,SPECIES_HELIOLISK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HELIOPTILE
species,SPECIES_TYRUNT,SPECIES_TYRUNT,SPECIES_TYRUNT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TYRANTRUM,SPECIES_TYRANTRUM,SPECIES_TYRANTRUM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TYRUNT
species,SPECIES_AMAURA,SPECIES_AMAURA,SPECIES_AMAURA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_AURORUS,SPECIES_AURORUS,SPECIES_AURORUS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_AMAURA
species,SPECIES_SYLVEON,SPECIES_SYLVEON,SPECIES_SYLVEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EEVEE
species,SPECIES_HAWLUCHA,SPECIES_HAWLUCHA,SPECIES_HAWLUCHA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DEDENNE,SPECIES_DEDENNE,SPECIES_DEDENNE,wild,Route 29,night,4%,none,
species,SPECIES_CARBINK,SPECIES_CARBINK,SPECIES_CARBINK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOOMY,SPECIES_GOOMY,SPECIES_GOOMY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SLIGGOO,SPECIES_SLIGGOO,SPECIES_SLIGGOO,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_GOODRA,SPECIES_GOODRA,SPECIES_GOODRA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SLIGGOO
species,SPECIES_KLEFKI,SPECIES_KLEFKI,SPECIES_KLEFKI,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PHANTUMP,SPECIES_PHANTUMP,SPECIES_PHANTUMP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TREVENANT,SPECIES_TREVENANT,SPECIES_TREVENANT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PHANTUMP
species,SPECIES_PUMPKABOO,SPECIES_PUMPKABOO,SPECIES_PUMPKABOO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GOURGEIST,SPECIES_GOURGEIST,SPECIES_GOURGEIST,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PUMPKABOO
species,SPECIES_BERGMITE,SPECIES_BERGMITE,SPECIES_BERGMITE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_AVALUGG,SPECIES_AVALUGG,SPECIES_AVALUGG,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_NOIBAT,SPECIES_NOIBAT,SPECIES_NOIBAT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_NOIVERN,SPECIES_NOIVERN,SPECIES_NOIVERN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NOIBAT
species,SPECIES_XERNEAS,SPECIES_XERNEAS,SPECIES_XERNEAS,wild,Route 18,all,1%,post-game,
species,SPECIES_YVELTAL,SPECIES_YVELTAL,SPECIES_YVELTAL,wild,Route 11,all,1%,post-game,
species,SPECIES_ZYGARDE,SPECIES_ZYGARDE,SPECIES_ZYGARDE,wild,Route 21,all,1%,post-game,
species,SPECIES_DIANCIE,SPECIES_DIANCIE,SPECIES_DIANCIE,wild,Bell Tower 2F,all,1%,post-game,
species,SPECIES_HOOPA,SPECIES_HOOPA,SPECIES_HOOPA,wild,Route 24,all,1%,post-game,
species,SPECIES_VOLCANION,SPECIES_VOLCANION,SPECIES_VOLCANION,wild,Whirl Islands B1F,all,1%,post-game,
species,SPECIES_ROWLET,SPECIES_ROWLET,SPECIES_ROWLET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DARTRIX,SPECIES_DARTRIX,SPECIES_DARTRIX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ROWLET
species,SPECIES_DECIDUEYE,SPECIES_DECIDUEYE,SPECIES_DECIDUEYE,evolution,same save,any,guaranteed,see Evolution Changes,
species,SPECIES_LITTEN,SPECIES_LITTEN,SPECIES_LITTEN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TORRACAT,SPECIES_TORRACAT,SPECIES_TORRACAT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LITTEN
species,SPECIES_INCINEROAR,SPECIES_INCINEROAR,SPECIES_INCINEROAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TORRACAT
species,SPECIES_POPPLIO,SPECIES_POPPLIO,SPECIES_POPPLIO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRIONNE,SPECIES_BRIONNE,SPECIES_BRIONNE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_POPPLIO
species,SPECIES_PRIMARINA,SPECIES_PRIMARINA,SPECIES_PRIMARINA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BRIONNE
species,SPECIES_PIKIPEK,SPECIES_PIKIPEK,SPECIES_PIKIPEK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TRUMBEAK,SPECIES_TRUMBEAK,SPECIES_TRUMBEAK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PIKIPEK
species,SPECIES_TOUCANNON,SPECIES_TOUCANNON,SPECIES_TOUCANNON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TRUMBEAK
species,SPECIES_YUNGOOS,SPECIES_YUNGOOS,SPECIES_YUNGOOS,wild,Sprout Tower 2F,night,10%,none,
species,SPECIES_GUMSHOOS,SPECIES_GUMSHOOS,SPECIES_GUMSHOOS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_YUNGOOS
species,SPECIES_GRUBBIN,SPECIES_GRUBBIN,SPECIES_GRUBBIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CHARJABUG,SPECIES_CHARJABUG,SPECIES_CHARJABUG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GRUBBIN
species,SPECIES_VIKAVOLT,SPECIES_VIKAVOLT,SPECIES_VIKAVOLT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHARJABUG
species,SPECIES_CRABRAWLER,SPECIES_CRABRAWLER,SPECIES_CRABRAWLER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CRABOMINABLE,SPECIES_CRABOMINABLE,SPECIES_CRABOMINABLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CRABRAWLER
species,SPECIES_ORICORIO,SPECIES_ORICORIO,SPECIES_ORICORIO,wild,Route 31,morning,10%,none,
species,SPECIES_CUTIEFLY,SPECIES_CUTIEFLY,SPECIES_CUTIEFLY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RIBOMBEE,SPECIES_RIBOMBEE,SPECIES_RIBOMBEE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CUTIEFLY
species,SPECIES_ROCKRUFF,SPECIES_ROCKRUFF,SPECIES_ROCKRUFF,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LYCANROC,SPECIES_LYCANROC,SPECIES_LYCANROC,wild,Digletts Cave,all,1%,post-game,
species,SPECIES_WISHIWASHI,SPECIES_WISHIWASHI,SPECIES_WISHIWASHI,wild,Route 30,all,5%,none,
species,SPECIES_MAREANIE,SPECIES_MAREANIE,SPECIES_MAREANIE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TOXAPEX,SPECIES_TOXAPEX,SPECIES_TOXAPEX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MAREANIE
species,SPECIES_MUDBRAY,SPECIES_MUDBRAY,SPECIES_MUDBRAY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
